Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Complete, Building","Combination Building Permits, Commercial/Industrial - complete building and attached parking: Additional 10,000 square feet",129.47,,,0.7953,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Shell, Only","Combination Building Permits, Commercial/Industrial - shell only and attached parking: 1st 10,000 square feet",135.58,,,0.8328,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Temporary, Temp, Certificate, Occupancy, TCO",Temporary Certificate of Occupancy,501.03,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Shell, Only","Combination Building Permits, Commercial/Industrial - shell only and attached parking: Additional 10,000 square feet",0.6485,,per square footage,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Shell, Only","Combination Building Permits, Commercial/Industrial - shell only and attached parking: Commercial Garage Structures - stand alone structures (10,000 sq ft)",135.58,,,0.8328,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Shell, Only","Combination Building Permits, Commercial/Industrial - shell only and attached parking: Residential Remodel and Additions - main & accessory bldgs (1,000 sq ft)",142.58,,,1.3507,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Tenant, Improvement, Improvements, TI","Combination Building Permits, Tenant Improvements: 0 - 10,000 square feet",138.51,,,0.3848,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Tenant, Improvement, Improvements, TI","Combination Building Permits, Tenant Improvements: Additional 10,000 square feet",0.3111,,per square footage,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Interior, Demolition, Demo","Combination Building Permits, Interior Demolition 0 - 10,000 square feet",172.93,,,0.0835,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Interior, Demolition, Demo","Combination Building Permits, Interior Demolition All Square Feet over 10,000",0.0563,,per square footage,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Interior, Demolition, Demo","Combination Building Permits, Interior Demolition 4 Stories or More",,Additional 5%,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Single, Trade, STP, Residential","Single Trade Permits, Residential - (50% Subsidy Included) 3 inspections max",189.55,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Single, Trade, STP, Additional","Single Trade Permits, Additional Inspections for Single Trade Permits-each",72.71,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Single, Trade, STP, Other, Commercial, Demolition, Demo","Single Trade Permits, All others (Commercial, Demolition, etc.) - Businesses are not subsidized",379.1,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Single, Trade, STP, Additional","Single Trade Permits, Additional Inspections - for Single Trade Permits - each",145.42,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"After, Hours, Review, Application","After Hours Permits, Review of After Hours Permit Application",604.98,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"After, Hours, Inspection, Inspections","After Hours Permits, After Hour Inspections - per hour (2 hour minimum)",248.88,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Miscellaneous, Misc, Inspection, Inspections, Other","Miscellaneous Inspections, Inspections Not Otherwise Classified - each hour or fraction thereof",292.28,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Miscellaneous, Misc, Reinspection, Combination, Combo, Building","Miscellaneous Inspections, Reinspection Fee: Combination Building Permit",234.41,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Miscellaneous, Misc, ","Miscellaneous Inspections, Reinspection Fee: Single Trade Permit - Residential (50% subsidy included)",72.71,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Change, Record, Update",Change of Record on Permit: Single Trade Permit - Council Subsidized (Residential only),19.77,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Change, Record, Update",Change of Record on Permit:  All Other Permit Types,39.54,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Seismic, Retrofit, Geologic, Geotechnical",Engineering Report Review: Seismic Retrofit Report Review,337.74,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Alternate, Methods, Construction, Premanufactured, Prefab, Fabricated","Engineering Report Review: Alternate Methods of Construction, Premanufactured Products",1120.59,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Alternate, Methods, Construction, Field, Constructed","Engineering Report Review: Alternate Methods of Construction, Field Constructed",1894.48,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Alternate, Methods, Construction, Energy, Compliance, Comply, Title 24","Engineering Report Review: Alternate Methods of Construction, Energy Compliance - Title 24, Part 6 C.E.C.",388.07,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Soils","Engineering Report Review: Geotechnical Reports, Addendum to Original Soils Report",988.62,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Compaction","Engineering Report Review: Geotechnical Reports, As Built Compaction Reports",1580.23,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Fault, Trench","Engineering Report Review: Geotechnical Reports, Fault Trench",4458.86,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Building/Shoring, Building, Shoring","Engineering Report Review: Geotechnical Reports, Building/Shoring Plan Review",1079.21,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Geotechnical, Commercial, Mixed Use, Apartments, Apts","Engineering Report Review: Geotechnical Reports, Commercial/Mixed Use/ Apts (over 4 stories including subterranean garage)",2774.62,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Standard",Engineering Report Review: Standard Reviews and All Others not listed above,2136.05,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Sound, Attenuation",Engineering Report Review: Sound Attenuation,369.06,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Engineering, Report, Review, Green, Building, Code, Title 24, Part 11","Engineering Report Review: Green Building Code Compliance -Title 24, Part 11 (application for new non-residential, new residential, and non-residential additions/alterations)",,10% of building plan check fee,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
