Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee  -  Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations, Interior Demolition, Interior Demo","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Interior Demolition: 0 - 10,000 square feet",676.29,,,.1211,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations, Interior Demolition, Interior Demo","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Interior Demolition: Additional 10,000 square feet",0.12,,per square footage,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Preliminary, Prelim","Mechanical Plan Review, Preliminary Review",532.57,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Over the Counter, Counter, OTC, Standard","Mechanical Plan Review, Over The Counter PC: Standard-up to two reviews",532.57,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Over the Counter, Counter, OTC, Excessive","Mechanical Plan Review, Over The Counter PC: Additional Plan Check-each review after two",230.36,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Formal, Standard","Mechanical Plan Review, Formal Plan Review: Standard-up to three reviews",921.48,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Formal, Excessive","Mechanical Plan Review, Formal Plan Review: Additional Plan Check- hourly charge after 3 reviews",266.29,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Preliminary, Prelim","Electrical Plan Review, Preliminary Review",532.57,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Over the Counter, Counter, OTC, Standard","Electrical Plan Review, Over The Counter PC: Standard-up to two reviews",532.57,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Over the Counter, Counter, OTC, Excessive","Electrical Plan Review, Over The Counter PC: Additional Plan Check-each review after two",230.36,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Formal, Standard","Electrical Plan Review, Formal Plan Review: Standard-up to three reviews",921.48,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Formal, Excessive","Electrical Plan Review, Formal Plan Review: Additional Plan Check - hourly charge after 3 reviews",266.29,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Preliminary, Prelim","Plumbing Plan Review, Preliminary Review",532.57,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Over the Counter, Counter, OTC, Standard","Plumbing Plan Review, Over The Counter PC: Standard-up to two reviews",532.57,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Over the Counter, Counter, OTC, Excessive","Plumbing Plan Review, Over The Counter PC: Additional Plan Check - each review after two",230.36,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Formal, Standard","Plumbing Plan Review, Formal Plan Review: Standard-up to two reviews",921.48,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Formal, Excessive","Plumbing Plan Review, Formal Plan Review: Additional-hourly charge after 2 reviews",266.29,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Deferred, Submittal, Submittals","Miscellaneous Plan Check Fees, Deferred Submittals",1355.69,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Excessive","Miscellaneous Plan Check Fees, Additional Plan Check-each review after three",338.92,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Demolition, Demo","Miscellaneous Plan Check Fees, Demolition",215.51,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Formal, Plan, Review, Means, Methods","Miscellaneous Plan Check Fees, Formal Plan Review - means and methods plan",416.93,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Excessive","Miscellaneous Plan Check Fees, Additional Plan Check - each review after three",303.00,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Planning, Application, Applications","Miscellaneous Plan Check Fees, Planning Applications - with or without preliminary review",287.36,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Minimum, Review","Miscellaneous Plan Check Fees, Minimum Plan Review Fee - all formal plan check categories",1160.44,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Miscellaneous, Misc, Not, Other, No, Classified","Miscellaneous Plan Check Fees, Plan Check Not Otherwise Classified: each hour or fraction thereof including but not limited to deferred submittals, excess plan check (more than three submittals), new application on expired plan check application, temporary occupancy",267.08,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, One, Two, Family, Dwelling, SFD","Combination Building Permits, One and Two Family Dwellings - (3,500 sf)",174.55,,,1.7863,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Apartments, Condominiums, Hotels, Condos","Combination Building Permits, Apartments, Condominiums and Hotels and attached parking (10,000 sf)",177.68,,,1.4930,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Complete, Building","Combination Building Permits, Commercial/Industrial - complete building and attached parking: 1st 10,000 square feet",170.02,,,1.7399,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Complete, Building","Combination Building Permits, Commercial/Industrial - complete building and attached parking: Additional 10,000 square feet",168.86,,,1.0838,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Shell, Only","Combination Building Permits, Commercial/Industrial - shell only and attached parking: 1st 10,000 square feet",176.82,,,1.1351,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Shell, Only","Combination Building Permits, Commercial/Industrial - shell only and attached parking: Additional 10,000 square feet",0.85,,per square footage,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Shell, Only","Combination Building Permits, Commercial/Industrial - shell only and attached parking: Commercial Garage Structures - stand alone structures (10,000 sq ft)",176.82,,,1.1351,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
