Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, New, Building, Buildings, Accessory, Structures, Commercial/Industrial, Commercial, Industrial, Shell, Only","Architectural and Structural Plan Review, Formal Plan Review: New Buildings and Related Accessory Structures: Commercial/Industrial - shell only and attached parking: 1st 10,000 square feet",679.62,,,1.0962,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, New, Building, Buildings, Accessory, Structures, Commercial/Industrial, Commercial, Industrial, Shell, Only","Architectural and Structural Plan Review, Formal Plan Review: New Buildings and Related Accessory Structures: Commercial/Industrial - shell only and attached parking: Additional 10,000 square feet",0.5643,,,,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, New, Building, Buildings, Accessory, Structures, Commercial, Garage, Garages, Stand Alone, Stand","Architectural and Structural Plan Review, Formal Plan Review: New Buildings and Related Accessory Structures: Commercial Garage Structures - stand alone structures (10,000 sq ft)",679.62,,,1.0962,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, New, Building, Buildings, Accessory, Structures, Excessive","Architectural and Structural Plan Review, Formal Plan Review: New Buildings and Related Accessory Structures: Additional- hourly charge after 3 reviews",311.56,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, New, Building, Buildings, Accessory, Structures, Four, 4, Stories, More","Architectural and Structural Plan Review, Formal Plan Review: New Buildings and Related Accessory Structures: 4 Stories or more",,Additional 5%,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations, Residential, Remodel","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Residential Remodel and Additions- main & accessory bldgs (1,000 sq ft)",620.19,,,1.6638,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: 0 - 10,000 square feet",674.51,,,0.7252,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Additional 10,000 square feet",0.6262,,per square footage,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations, Excessive","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Additional Plan Check-each review over three",244.79,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Over the Counter, Counter, OTC, Standard","Mechanical Plan Review, Over The Counter PC: Standard-up to two reviews",489.57,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Over the Counter, Counter, OTC, Excessive","Mechanical Plan Review, Over The Counter PC: Additional Plan Check-each review after two",211.77,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Formal, Standard","Mechanical Plan Review, Formal Plan Review: Standard-up to three reviews",847.07,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Formal, Excessive","Mechanical Plan Review, Formal Plan Review: Additional Plan Check- hourly charge after 3 reviews",244.79,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Preliminary, Prelim","Electrical Plan Review, Preliminary Review",489.57,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Over the Counter, Counter, OTC, Standard","Electrical Plan Review, Over The Counter PC: Standard-up to two reviews",489.57,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Over the Counter, Counter, OTC, Excessive","Electrical Plan Review, Over The Counter PC: Additional Plan Check-each review after two",211.77,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Formal, Standard","Electrical Plan Review, Formal Plan Review: Standard-up to three reviews",847.07,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Formal, Excessive","Electrical Plan Review, Formal Plan Review: Additional Plan Check - hourly charge after 3 reviews",244.79,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Preliminary, Prelim","Plumbing Plan Review, Preliminary Review",489.57,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Over the Counter, Counter, OTC, Standard","Plumbing Plan Review, Over The Counter PC: Standard-up to two reviews",489.57,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Formal, Standard","Plumbing Plan Review, Formal Plan Review: Standard-up to two reviews",847.07,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Formal, Excessive","Plumbing Plan Review, Formal Plan Review: Additional-hourly charge after 2 reviews",244.79,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Deferred, Submittal, Submittals","Miscellaneous Plan Check Fees, Deferred Submittals",1246.22,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Excessive","Miscellaneous Plan Check Fees, Additional Plan Check-each review after three",311.56,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Demolition, Demo","Miscellaneous Plan Check Fees, Demolition",198.12,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Formal, Plan, Review, Means, Methods","Miscellaneous Plan Check Fees, Formal Plan Review - means and methods plan",383.27,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Excessive","Miscellaneous Plan Check Fees, Additional Plan Check - each review after three",278.54,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Planning, Application, Applications","Miscellaneous Plan Check Fees, Planning Applications - with or without preliminary review",264.16,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Minimum, Review","Miscellaneous Plan Check Fees, Minimum Plan Review Fee - all formal plan check categories",1066.74,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Public Works,Resource Recovery & Recycling,Plan Reviews,,"enclosure, solid waste, plan, collection site",Solid Waste Encl Plan Check: Simple (SFR),58.21,,,,,,,,,
Planning and Community Development,Building and Safety,Permits,,"Miscellaneous, Misc, Not, Other, No, Classified","Miscellaneous Plan Check Fees, Plan Check Not Otherwise Classified: each hour or fraction thereof including but not limited to deferred submittals, excess plan check (more than three submittals), new application on expired plan check application, temporary occupancy",245.52,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, One, Two, Family, Dwelling, SFD","Combination Building Permits, One and Two Family Dwellings - (3,500 sf)",160.46,,,1.6421,per square footage,,,,,"<a href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"" target=""_blank"">Building and Safety fee notes</a>"
