Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: 0 - 10,000 square feet",704.18,,,.7570,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Additional 10,000 square feet",0.65,,per square footage,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations, Excessive","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Additional Plan Check-each review over three",255.56,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations, Interior Demolition, Interior Demo","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Interior Demolition: 0 - 10,000 square feet",649.04,,,0.1163,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Architectural and Structural, Architectural, Structural, Plan, Review, Formal, Additions, Alterations, Interior Demolition, Interior Demo","Architectural and Structural Plan Review, Formal Plan Review: Additions and Alterations: Interior Demolition: Additional 10,000 square feet",0.11,,per square footage,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Preliminary, Prelim","Mechanical Plan Review, Preliminary Review",511.11,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Over the Counter, Counter, OTC, Standard","Mechanical Plan Review, Over The Counter PC: Standard-up to two reviews",511.11,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Over the Counter, Counter, OTC, Excessive","Mechanical Plan Review, Over The Counter PC: Additional Plan Check-each review after two",221.08,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Formal, Standard","Mechanical Plan Review, Formal Plan Review: Standard-up to three reviews",884.34,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Mechanical, Plan, Review, Formal, Excessive","Mechanical Plan Review, Formal Plan Review: Additional Plan Check- hourly charge after 3 reviews",255.56,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Preliminary, Prelim","Electrical Plan Review, Preliminary Review",511.11,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Over the Counter, Counter, OTC, Standard","Electrical Plan Review, Over The Counter PC: Standard-up to two reviews",511.11,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Over the Counter, Counter, OTC, Excessive","Electrical Plan Review, Over The Counter PC: Additional Plan Check-each review after two",221.08,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Formal, Standard","Electrical Plan Review, Formal Plan Review: Standard-up to three reviews",884.34,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Electrical, Plan, Review, Formal, Excessive","Electrical Plan Review, Formal Plan Review: Additional Plan Check - hourly charge after 3 reviews",255.56,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Preliminary, Prelim","Plumbing Plan Review, Preliminary Review",511.11,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Over the Counter, Counter, OTC, Standard","Plumbing Plan Review, Over The Counter PC: Standard-up to two reviews",511.11,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Over the Counter, Counter, OTC, Excessive","Plumbing Plan Review, Over The Counter PC: Additional Plan Check - each review after two",221.08,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Formal, Standard","Plumbing Plan Review, Formal Plan Review: Standard-up to two reviews",884.34,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Plumbing, Plan, Review, Formal, Excessive","Plumbing Plan Review, Formal Plan Review: Additional-hourly charge after 2 reviews",255.56,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Deferred, Submittal, Submittals","Miscellaneous Plan Check Fees, Deferred Submittals","1,301.05",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Excessive","Miscellaneous Plan Check Fees, Additional Plan Check-each review after three",325.26,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Demolition, Demo","Miscellaneous Plan Check Fees, Demolition",206.83,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Formal, Plan, Review, Means, Methods","Miscellaneous Plan Check Fees, Formal Plan Review - means and methods plan",400.13,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Excessive","Miscellaneous Plan Check Fees, Additional Plan Check - each review after three",290.79,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Planning, Application, Applications","Miscellaneous Plan Check Fees, Planning Applications - with or without preliminary review",275.78,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Plan Checks,,"Miscellaneous, Misc, Minimum, Review","Miscellaneous Plan Check Fees, Minimum Plan Review Fee - all formal plan check categories","1,113.67",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Miscellaneous, Misc, Not, Other, No, Classified","Miscellaneous Plan Check Fees, Plan Check Not Otherwise Classified: each hour or fraction thereof including but not limited to deferred submittals, excess plan check (more than three submittals), new application on expired plan check application, temporary occupancy",256.32,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, One, Two, Family, Dwelling, SFD","Combination Building Permits, One and Two Family Dwellings - (3,500 sf)",167.52,,,1.7143,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Apartments, Condominiums, Hotels, Condos","Combination Building Permits, Apartments, Condominiums and Hotels and attached parking (10,000 sf)",170.52,,,1.4329,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Complete, Building","Combination Building Permits, Commercial/Industrial - complete building and attached parking: 1st 10,000 square feet",163.17,,,1.6698,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
Planning and Community Development,Building and Safety,Permits,,"Combination, Building, Combo, Commercial/Industrial, Commercial, Industrial, Complete, Building","Combination Building Permits, Commercial/Industrial - complete building and attached parking: Additional 10,000 square feet",162.06,,,1.0402,per square footage,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/building-and-safety-fee-notes"">Building and Safety fee notes</a>"
